,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
529,DaianeVV,"🤷🏻‍♀️ Eng. de Segurança e Meio Ambiente🌱
🗣️ Blogueira e Podcaster 
🧉 Goiana que ama #Chimarrão
🌱 Fundadora do @VivoVerde
🐈 Mãe do @GatoPitch","Minaçu, Brasil",1964,4123,141209,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
530,ddzandrade,"Streamer for twitch l F/A Content Creator
use code lucario #ad 
 .
@privdoandrade",,404,284,2454,2,"TO EM LIVE! apoie lucario #ad

https://t.co/I9CduHO5wV
https://t.co/I9CduHO5wV",['ad']
531,safeclexa,i'm feeling your pain right now! - really? then feel me holding lexa as she dies | @gremio @chelseafc, ⠀،   루다   ,2012,2053,15556,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
532,Lukduarte2,,,361,292,644,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
533,_thaisjardi,engenheira de bioprocessos e biotecnologia mestre em ciências farmacêuticas // nd a acrescentar neste perfil,,510,122,11663,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
534,jovemnerd,,,253,1874920,44315,1,"Tivemos uma aula de fotografia incrível com o Luquinhaz no NerdPlayer extra de hoje! Ele ensina tudo sobre audiovisual lá na comunidade gratuita do @hotmartsparkle. Se você quer trabalhar na área ou só curte mesmo, vai lá pra conhecer. https://t.co/66aXaXpGEj #ad",['ad']
535,azaghal,O cara que foi notado pelo Brad Pitt e lembrado pela Margot Robbie ¯\_(ツ)_/¯,"Heligoland, Germany",275,634036,3368,0,"Hoje teve um NerdPlayer extra bem diferente, com direito a aulas de fotografia com Luquinhaz. Ele ensina muita coisa maneira voltada para o mundo profissional do audiovisual lá na comunidade gratuita do @hotmartsparkle. Vale muito a pena conferir. https://t.co/J0nYP9UlCJ #ad",['ad']
536,ESPNBrasil,ESPN – Envie sua mensagem para participar das transmissões dos canais ESPN,Brasil,27,2187980,674091,0,"O Resenha desta semana recebe o ex-atacante Zaguinho, que disputou a Copa do Mundo de 1994 pelo México. É nesta sexta-feira, às 22h, na ESPN Brasil e no ESPN App

#AssistaNaESPN #ad @Sportingbet_tv https://t.co/1bJrqSLkHL","['AssistaNaESPN', 'ad']"
537,DebDezi,,,26,2,29,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
538,gxbrielxrr,"Fn player, 1k on YT / 1K on insta ,450$ earnings/tops 17, 65, 72, 90, double claw on Xbox","Rio de Janeiro, Brasil",624,145,448,6,"CONSEGUI FAZER CODE KKKKKKKKKKKKKKK

QUEM QUISER ME APOIAR, TA AÍ BLZ CHAT

CODE: snopeys #AD https://t.co/sgNKBnIgqY",['AD']
539,amazingfps_,"sp, 2002 / Pro Fortnite Player w/@?? / use code EXIT-AMAZINGG #ad",INSTAGRAM AMAZINGGFPS_,555,75,337,0,"Use code EXIT-AMAZINGG #ad

Vai me ajudar muito vocês não tem noção! ❤️✨ . . https://t.co/9UutyhFFxw",['ad']
540,Pxcok,,,721,134,3943,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
541,bornthiswrong,"quem se descreve se limita, e eu sou limitada™️","Manaus, Brasil",520,951,24250,0,quase todos os jogos da square tão com desconto na steam #publi,['publi']
542,PlenoNews,"O https://t.co/5WKQmuSbJw é um portal de notícias independente e que se propõe a ser uma referência segura de conteúdo, principalmente no momento de profusão das fake news.",Brasil,83,9618,55329,1,"Motoqueira fofa do Twitter era homem de 50 anos com filtro
@azusagakuyuki #Influencer #Comportamento #PlenoNews 
https://t.co/bONGz9A8gz","['Influencer', 'Comportamento', 'PlenoNews']"
543,crxnosdsg,"15 • Designer • USE CODE ""CRXNOSFN"" • Portfólio https://t.co/qCDaBAigXP",Photoshop,728,682,1834,0,@luizzzfn opa meu querido use code crxnosfn #ad,['ad']
544,Camposfiez,16 | @FNcompetitive,,532,154,437,6,"CONSEGUI FAZER CODE KKKKKKKKKKKKKKK

QUEM QUISER ME APOIAR, TA AÍ BLZ CHAT

CODE: snopeys #AD https://t.co/sgNKBnIgqY",['AD']
545,mariafr03046480,,,7,0,14,35,Obrigado sr QR code! 🤟😂😂 #raçanegrabrahmalive @brahmacerveja #apreciecommoderação #ad #liveraçanegra #BrahmaDuploMalte https://t.co/W1mRaW94f7,"['raçanegrabrahmalive', 'apreciecommoderação', 'ad', 'liveraçanegra', 'BrahmaDuploMalte']"
546,fextk,Quer saber sobre? Chama na dm,,533,589,12011,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
547,intencaomarilia,mariliamendoncacantora,Kitnet,508,710,36202,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
548,lmouraveloso,gemini,"Belo Horizonte, Brasil",382,81,8284,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
549,mafstrin,eu amo um Golden bobão 💛,13.07.2019♡,370,152,5945,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
550,Fabioliversfab,"🅒🅡🅘🅢🅣🅐🅞 🙏
🅲🅾🅽🆂🅴🆁🆅🅰🅳🅾🆁 ✒️
ᴀᴍᴏ ᴏ ʙʀᴀsɪʟ 🇧🇷",,1697,1046,6560,84,"DEIXE DE SER UM JUMENTO: CONHEÇA A SOCIEDADE DO LIVRO BRASIL PARALELO, SÓ 19 MENSAIS! LINQUE ABAIXO 👇

https://t.co/VcT3OJJR6g

#PUBLI #AD #CHUPAAMBEV https://t.co/HdZRyPNpue",[]
551,GiseleDaemon,Muitas em uma só... Basta apertar o botão certo! 😁🙄😝🤬😇😈,Brasilia/Brazil,300,167,1729,0,"Mais um da série ""garota propaganda""! 😊 O que achou?
.
Campanha publicitária para a @jotaofficeshop.
.
#apresentadora #publicidade #gravando #propaganda #comercial https://t.co/33XCZErlil","['apresentadora', 'publicidade', 'gravando', 'propaganda', 'comercial']"
552,SuperaMendonca,"Fã da melhor cantora do mundo Marília Mendonça, mamãe do Léo 🦁💙
Amor sem explicação ❤","Aurora-CE, Brasil",384,912,22469,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
553,supraminaj,justin and cody follow • madison replied • ariana and cody faved,//fan account,2335,2322,100434,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
554,isisinhx,you are as relevant as mean girls 2,Paris de Minas,1221,1295,1458,0,"@_sougabii_ https://t.co/GmpWLPcn7A caso oc goste de alguma, to sempre postando la terao roupas vintage tbm #publi",['publi']
555,MerkAdmon,"Merkadmon & CO Marketing Digital, Posicionamiento SEO, Auditoria SEO. Iniciativa creada para apoyar a los emprendedores con poco presupuesto y muchos sueños.","Miranda, Venezuela",1083,555,9303,0,"Como vender pelo WhatsApp: dicas para transformar a ferramenta em um canal para vendas https://t.co/Hkl2xCTsrX. SEO-MERKADMON ""MARKETING WEB"". Visita-nos em https://t.co/YkqgrTzH28 #marketing #marketingdigital #seo #sem #sea. AGORA COMEÇA https://t.co/M7XVGG5N8R https://t.co/0W6QiMrnok","['marketing', 'marketingdigital', 'seo', 'sem', 'sea']"
556,romanoffdanver,Jesus Cristo em primeiro lugar || • Johansson • Larson • VanCamp • Stan • Hiddleston • Grey's • The Resident • B99  {fan account},"Ceará, Brasil",605,685,23125,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
557,jucpt,Apenas alguém tentando usar twitter.,,17,2,35,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
558,Observador_Slz,Somente observando o movimento do twiter kkkkk.,,4845,413,1222,90,JUNTO DESSE SUPER CONSELHO DE AMIGO QUE O DOUGLAS ME DEU PRA DERROTAR MEU FEDOR QUE EU VENHO FALAR PRA VOCÊS QUE TÁ ROLANDO UMA PROMOÇÃO ÉPICA OLDSPICE QUE TÁ SORTEANDO ATÉ NOTEBOOK GAMER E MUITOS OUTROS PRÊMIOS! https://t.co/2hYAtdWDyy #proteçãoépica @oldspicebrasil #publi https://t.co/qfBwbaBDGW,[]
559,ddzandrade,"Streamer for twitch l F/A Content Creator
use code lucario #ad 
 .
@privdoandrade",,404,284,2454,2,"TO EM LIVE! apoie lucario #ad

https://t.co/I9CduHO5wV
https://t.co/I9CduHO5wV",['ad']
560,BneverDie_,"meu deus, eu to a semanas sem saber oq escrever aqui, eu sou um fracasso??
~
@__Ashleybaby 💕",Porto Alegre - RS,903,1223,196711,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
561,selgomeez94,@selenagomez 🦋 // @cuiabaec 🔰,"Cuiabá, Brasil",329,394,40168,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
562,mek_duduz,"🇧🇷@FNCompetitive 
Use code : vitw
@mekgg_",,566,252,3255,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
563,LUYZEEEE,"“Todo mundo emite luz
Cada uma delas é preciosa”

— Mikrokosmos (2019) BTS",Hope World,193,160,3525,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
564,sethcohemr,mulher vai a loja e some,221bak3rstreet.tumblr.com,859,1454,310099,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
565,muhammadpuncha,"Muslim and Proud #ficaemcasa
-Se não há igualdade para os pobres, que não haja paz para os ricos-
Host em O Nome Disso é Islã @podcastondem
(ele / dele)",Araraquara Oriental,1628,4842,39067,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
566,Gxbriieel,@ShadoxStudios_ | @vinikjkj | @TuoniXD | @1Nyadi,,928,318,8432,1,"Rapaziada, quem ainda não comprou e for comprar o novo passe de batalha da Season 6 ou qualquer item considera usar meu código na loja: perao. Very obrigado 🥰 #Ad #EpicPartner",[]
567,pxdfng,@FNCompetitive × F/A,,354,84,1983,0,"@HiseFN salve família, usa o code hise, mlk firmeza

para de apoiador o ble ble, o mlk caga dinheiro, para de apoia o pulga, o cara ta na liquid carai, para de apoia o king, mlk pega top todo camp.

USE CODE HISE #AD https://t.co/Ys6K9rZ7z5",['AD']
568,TiagoMu04804284,"comunista
facista
anti vacina
terraplanista
a favor do feto
a favor do porte de armas
gls povo animado
Lula livre
bolsonaro22
pablo maior e melhor que rupaul",,8,2,129,344,"Geeeeeente a @TimBrasil me convidou para dar voz a um manifesto. Vamos falar sobre identidades femininas da atualidade. E não tem melhor momento para falar sobre quão somos orgulhosas de sermos nós mesmas. Vem comigo! 💙
#ImagineAspossibilidades #publi https://t.co/vc5u6yoNGB",[]
569,yararochalima,"•Absurdamente fã da @MariliaMReal      

•Instagram: @yararochalima             
                          
•Eu e a música somos uma só",,749,96,4827,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
570,Mari02030,Fan account,Neverland,354,209,5826,585,"[EXCLUSIVO] Confira em primeira mão as imagens do box ""O castelo animado""

Com lançamento previsto para maio, a coleção reúne o universo mágico de Diana Wynne Jones que inspirou a animação do Studio Ghibli. As artes são de @imzeferino. Reserve: https://t.co/JBVvQXegBz #publi https://t.co/XDcHlfpLMh",[]
571,anderson25eu,,,143,20,646,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
572,celiaods,,"Rio de Janeiro, Brasil",129,7,181,272,"🚨 Pausa na programação pra ver a mãe do @gilnogueiraofc fazendo #publi

a maior e melhor blogueira que temos ❣️ https://t.co/icIX7CD2OR",['publi']
573,nevermindmyn4me,,,322,237,12357,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
574,BHNT,"Adoro TV,cinema,música e lindas mulheres.Sigam tb @BHNT2,;))) Fan-account de mim mesmo,filmes,séries e TV",Belo Horizonte,882,3535,216834,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
575,_eu_mesmo_GO,odɯəʇ nəs ɹəpɹəd əp noqɐɔɐ,,1901,370,761,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
576,warlockrr,Fortnite for @ | Designer - Photshop | 4x Ext 🏆 | @mekgg_,,255,161,808,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
577,MateusenuN,🇮🇱 ℂ𝕠𝕣𝕥𝕖 𝕣𝕒𝕡𝕚𝕕𝕠 𝕖 𝕋𝕣𝕒𝕞𝕠𝕟𝕥𝕚𝕟𝕒 🇮🇱,"Sumaré, Brasil",2272,1359,69602,8,APAIXONADA NA MINHA RTX 3080 DA ZOTAC! Os games tão como??? NO FULL! Inclusive o Minezinho RTX com a tecnologia DLSS a gente ganha uma performance absurda! Obg zooootac ❤❤ @NVIDIAGeForceBR @zotacbrasil #RTXON #ad https://t.co/cEa1UchxWq https://t.co/JwbfHIYQea,[]
578,eocarlosfala,eu falo de algumas coisas ai // fan account // icon: ator Eduardo Barquin,"Paraná, Brasil",146,225,12257,0,É muito perigoso uma influencer com 14 milhões de seguidores deslegitimar a sexualidade de um homem bissexual dessa forma e os fãs aqui fora não assumirem o erro e ficar tentando contornar a situação. Cadê a empatia que tanto pregam quando ela foi a vitima? #publi #amstelnobbb,"['publi', 'amstelnobbb']"
579,gugamafra,"Podcaster, Producer, Entrepreneur. Contato: comercial@gugacast.com","Miami, FL",395,61292,317,0,"Lifehack do @picpay: Qdo vc pede seu PicPay Card, não precisa esperar ele chegar pra começar a usar, é só usar pelo app. Não tem tarifa nem anuidade.
Pede o seu clicando no banner na home do app. Usa o nosso link pra baixar e dá uma lida nas regras: https://t.co/vgFGEdC2RC #ad https://t.co/4NHVA5nwRS",['ad']
580,erikpaulussi,"Escreve na internet, para a tristeza da família. Edito uma coisa e outra lá @yahoobr e também apresento o podcast #PodAssistir.","São Paulo, Brasil",542,338,10577,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
581,SamySmile_,hiraeth,"Caruaru, Brasil",115,207,20162,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
582,Tamanini15,"🎆16 anos

🐴 Pescetariano

 Se quiser conversar sobre algo, desabafar, etc, me chama na dm. 

As vezes mando uns elogios aleatórios, perdoa se n gostarrrr","Ivinhema, Brasil",176,166,16308,21,"""Nós vivemos em uma sociedade""

E nessa sociedade, Liga da Justiça de Zack Snyder já está nas plataformas digitais o/ Com dubladores originais, ele ficará disponível por 3 semanas e depois retorna para os fãs na HBO Max em junho! Saiba onde assistir em https://t.co/VkBPFBGst5 #ad https://t.co/gdc0Qs5e81",[]
583,ilovemyanalog,Fotógrafo / @vngr___ / @prodcapsula / Ilovemyanalog@gmail.com,,1004,1972,10058,1,"Não aguento mais essa vida de corona vírus 
#Publi",['Publi']
584,cxq_fn,@basegvng,,713,93,1838,6,"CONSEGUI FAZER CODE KKKKKKKKKKKKKKK

QUEM QUISER ME APOIAR, TA AÍ BLZ CHAT

CODE: snopeys #AD https://t.co/sgNKBnIgqY",['AD']
585,916rxffa,"13y
fortnite/minecraft player",ряосйфыапрхзшг,682,252,2686,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
586,CaduuFN,🗿,"Diadema, Brasil",1718,280,11872,6,"CONSEGUI FAZER CODE KKKKKKKKKKKKKKK

QUEM QUISER ME APOIAR, TA AÍ BLZ CHAT

CODE: snopeys #AD https://t.co/sgNKBnIgqY",['AD']
587,ChinesFrosty,fã do frosty (FÃ N1 DO FROSTY),Fã do frosty,686,1597,24303,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
588,FezziinFN,15y | F/A | yFezziin na Twitch • Use Code Fezziin,,42,6,141,0,NOVA SEASON É O HYPEE COLAA| !SORTEIO | USE CODE FEZZIIN #AD https://t.co/qxJDXnS0dv,['AD']
589,toonpham,lolzinho é vida.,,60,191,20884,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
590,maggentabrindes,Procurando Brindes Personalizados Promocionais Ecológicos é aqui? Os melhores Brindes,Santana - São Paulo - SP,466,115,814,0,"Troféu Top Bríndice 2020 🏆
🏆 Prêmio, Melhor Empresa do Seguimento de Brindes, 3° Lugar.⠀
#premio #trofeu #topbrindice #brindice #brindes #brindespersonalizados #brindescorporativos #marketing #marketingpromocional https://t.co/ic2vFbbzJ3","['premio', 'trofeu', 'topbrindice', 'brindice', 'brindes', 'brindespersonalizados', 'brindescorporativos', 'marketing', 'marketingpromocional']"
591,mdafontef,Criador de contos e desenhos estranhos. Fã de livros e filmes de terror. Ele/Dele. PT/EN. Pauteiro do @mundo_freak.,Brasil,3826,789,31675,9,"Há aqueles que nem vendo acredita, vai saber.

Por isso, o @yahoonoticias convidou nosso investigador, @andreizilla para narrar sua série Teorias da conspiração.

 🔎👽⏳🌑

#teoriasdaconspiração  #publi https://t.co/jlbLVURtD6",[]
592,wernerflavia,,Brasil,712,507,69343,717,#publicidade Este pequeno ser que vos fala tem um comunicado importante pra fazer: Eu sou oficialmente a mais nova Head de Conteúdo da @TanquerayBr Que honra poder trabalhar com esta empresa que me deu a primeira oportunidade de criar para uma marca. Vai ser uma história linda 🖤 https://t.co/H9UY7TouXF,['publicidade']
593,Oozygg,"15y | @twitch affiliate | @mekgg_ | -Bp- | 
https://t.co/jY68Kfwdn6 | OHHHH MEU MENGAO EU GOSTO DE VOCÊ 🎶🎶 ✳️ ✴️","Rio de Janeiro, Brasil",208,102,3012,0,"@Snopey_ Ninguém liga, CODE: ALANZOKA #AD 🏆👃🏽🏆",['AD']
594,itsBrener,18y | https://t.co/2IxKH8nytz |✊🏼| SP/ZO,,263,31,1589,6,"CONSEGUI FAZER CODE KKKKKKKKKKKKKKK

QUEM QUISER ME APOIAR, TA AÍ BLZ CHAT

CODE: snopeys #AD https://t.co/sgNKBnIgqY",['AD']
595,daanvfx,"highlight editor.
wk. @peedr0w

use code driipzfps #ad",@bittfn,952,743,22360,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
596,Flowzftn,"Video Editor for @HaZeeSports_

commissions open

Work(ed) with: @fastyfps @1hitmarker",25R$,427,674,13581,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
597,AzevedoJacir,,,187,341,149,10,Caminhão não pode parar./Código apoiador JACIR1957 #ad https://t.co/DLlJSbuCo1,['ad']
598,himynameislt,"Tea over coffee, films over series, and fiction over technical books. Design at @Nubank","London, UK - São Paulo, Brazil",2527,881,8475,0,"@egonlugo @quintoandar Pode puxar saco do empregador assim é?
#publi #ad","['publi', 'ad']"
599,Snopey_,"˚✧₊ Muita fé
˚✧₊ Insta: https://t.co/CVX3Lw6GND

code: snopeys #AD",a nao,628,24897,15060,6,"CONSEGUI FAZER CODE KKKKKKKKKKKKKKK

QUEM QUISER ME APOIAR, TA AÍ BLZ CHAT

CODE: snopeys #AD https://t.co/sgNKBnIgqY",['AD']
600,Bebxtoo,"Tô aqui pra falar muita coisa inútil .
@dudacoura23 🥰",Faço lives todo dia aqui ,759,674,4196,1,"Rapaziada, quem ainda não comprou e for comprar o novo passe de batalha da Season 6 ou qualquer item considera usar meu código na loja: perao. Very obrigado 🥰 #Ad #EpicPartner","['Ad', 'EpicPartner']"
601,Samsbraz,"🏳️‍🌈 || ♊ || 
@tescolhimarilia 💞",M.🤍,342,119,5543,138,"posso dizer q sou a fanzonca da MARVEL MAIS contente, fui respondida pelos atores da série!!! 😍 essa é a dupla q eu disse q me apaixonei!! agora vou mandar mensagem aqui pros meus migos pedindo spoiler de #FalcãoEOSoldadoInvernal. estreia AMANHÃ no @DisneyPlusBR 
#publi https://t.co/oMn9FejqI5",[]
602,MImproxyble,https://t.co/BZNRhw9p7x #free #webproxy to #hide your web activity. #proxy #anonymous #unblock #unblockyoutube #endracism #BLM #climateactionnow,,3259,4780,257870,1,Boa tarde pessoal de #Marketing tudo bem contigo vocês? Pessoal eu vou trazer mais alguns dos principais tweets relacionados a marketing digital beleza?,['Marketing']
603,vbooyx,"Fortnite Player & Highlights Editor⚡ 
Código de Apoiador: vboyx #ad",Manaus,224,154,13693,0,"batemos 5 apoiadores até o momento, agradeço cada um de coração! 

Me apoie na loja usando code: vboyx #ad https://t.co/ZOiIbb4hY3",['ad']
604,JoacoFN_on_ig,"Forrnite player
60hz120fps
MyK
Igl","La Plata, Argentina",152,2,73,0,"@palerkuma @Santignovoa @xownFN ▬▬▬.◙.▬▬▬
═▂▄▄▓▄▄▂
◢◤ █▀▀████▄▄▄▄◢◤
█▄ █ █▄ ███▀▀▀▀▀▀▀╬
◥█████◤
══╩══╩═
╬═╬
╬═╬
╬═╬
╬═╬
╬═╬ Solo baje para decirte
╬═╬
╬═╬ Code MSG-PALERMXHD  #ad
╬═╬☻/
╬═╬/▌
╬═╬/ \",['ad']
605,ACRPacheco,Especialista em Ecommerce & CEO UAUCommerce & Mentor GetBots,Brasil,225,149,960,0,"#TBT do Digitalks 2016 com meu amigo Leandrinho Vieira (@leandrovieira), fundador e CEO da apikiwordpress.

#TBT #Digitalks2016 #Amigos #Trabalho #Digital #Evento #Marketing #Ecommerce https://t.co/f32Swp8cJS","['TBT', 'TBT', 'Digitalks2016', 'Amigos', 'Trabalho', 'Digital', 'Evento', 'Marketing', 'Ecommerce']"
606,8020es,"https://t.co/T1yykBNsqR te ayuda a encontrar,  conectarte  y vincularte con las personas adecuadas para hacer crecer tu negocio online. Y mucho más",España,6172,6863,251892,0,📡 🚀Pirataria: estes foram os 10 filmes mais pirateados da semana! (03/18) 💡 #ZirigozaGroup #e-commerce #marketing #ENKIL.es #8020 🔔 https://t.co/xXyuTLb258,"['ZirigozaGroup', 'e', 'marketing', 'ENKIL']"
